"REF_DATE","GEO","DGUID","Type of building","Type of work","Variables","Seasonal adjustment, value type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-03","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","3664093","","","","0"
"2022-04","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","3597874","","","","0"
"2022-05","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","3891202","","","","0"
"2022-06","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","3762934","","","","0"
"2022-07","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","3481636","","","","0"
"2022-08","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","3376791","","","","0"
"2022-09","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","3147344","","","","0"
"2022-10","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2723036","","","","0"
"2022-11","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2891517","","","","0"
"2022-12","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2795199","","","","0"
"2023-01","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2676814","","","","0"
"2023-02","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2644235","","","","0"
"2023-03","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2683459","","","","0"
"2023-04","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2550526","","","","0"
"2023-05","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2629963","","","","0"
"2023-06","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2625941","","","","0"
"2023-07","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2745449","","","","0"
"2023-08","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2808629","","","","0"
"2023-09","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2753440","","","","0"
"2023-10","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2735490","","","","0"
"2023-11","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2862171","","","","0"
"2023-12","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2855521","","","","0"
"2024-01","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2542825","","","","0"
"2024-02","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2747680","","","","0"
"2024-03","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2614534","","","","0"
"2024-04","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2689929","","","","0"
"2024-05","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2622033","","","","0"
"2024-06","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2741388","","","","0"
"2024-07","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2669224","","","","0"
"2024-08","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2786030","","","","0"
"2024-09","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2827533","","","","0"
"2024-10","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2935754","","","","0"
"2024-11","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2847018","","","","0"
"2024-12","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2913906","","","","0"
"2025-01","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2944401","","","","0"
"2025-02","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2926439","","","","0"
"2025-03","Canada","2021A000011124","Single dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843491","1.7.1.1.2","2770812","","","","0"
"2020-01","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","3364291","","","","0"
"2020-02","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","2984638","","","","0"
"2020-03","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","2367191","","","","0"
"2020-04","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","2525858","","","","0"
"2020-05","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","3290735","","","","0"
"2020-06","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","3257635","","","","0"
"2020-07","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","3084498","","","","0"
"2020-08","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","3323552","","","","0"
"2020-09","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","3472810","","","","0"
"2020-10","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","3698046","","","","0"
"2020-11","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","3570286","","","","0"
"2020-12","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","3465679","","","","0"
"2021-01","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","4141838","","","","0"
"2021-02","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","3508169","","","","0"
"2021-03","Canada","2021A000011124","Multiple dwelling building total","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843492","1.15.1.1.2","4238468","","","","0"
