"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-02","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","15966.5","","","","1"
"2022-03","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","15987.4","","","","1"
"2022-04","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16008.2","","","","1"
"2022-05","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16032.9","","","","1"
"2022-06","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16056.7","","","","1"
"2022-07","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16082.8","","","","1"
"2022-08","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16112.2","","","","1"
"2022-09","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16138.6","","","","1"
"2022-10","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16166.0","","","","1"
"2022-11","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16191.3","","","","1"
"2022-12","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16216.3","","","","1"
"2023-01","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16252.6","","","","1"
"2023-02","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16291.7","","","","1"
"2023-03","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16331.4","","","","1"
"2023-04","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16367.7","","","","1"
"2023-05","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16411.0","","","","1"
"2023-06","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16454.0","","","","1"
"2023-07","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16497.5","","","","1"
"2023-08","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16543.4","","","","1"
"2023-09","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16583.7","","","","1"
"2023-10","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16625.7","","","","1"
"2023-11","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16666.9","","","","1"
"2023-12","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16708.2","","","","1"
"2024-01","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16758.5","","","","1"
"2024-02","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16803.3","","","","1"
"2024-03","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16847.4","","","","1"
"2024-04","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16897.9","","","","1"
"2024-05","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16947.0","","","","1"
"2024-06","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","16994.2","","","","1"
"2024-07","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","17046.4","","","","1"
"2024-08","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","17090.7","","","","1"
"2024-09","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","17136.6","","","","1"
"2024-10","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","17172.3","","","","1"
"2024-11","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","17202.2","","","","1"
"2024-12","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","17231.5","","","","1"
"2025-01","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","17259.4","","","","1"
"2025-02","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","17283.1","","","","1"
"2025-03","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","17309.0","","","","1"
"2025-04","Canada","2021A000011124","Population","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062827","1.1.3.1.1.1","17336.4","","","","1"
"2020-01","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20326.2","","","","1"
"2020-02","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20384.8","","","","1"
"2020-03","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","19725.2","","","","1"
"2020-04","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","18631.6","","","","1"
"2020-05","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","19131.2","","","","1"
"2020-06","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","19977.7","","","","1"
"2020-07","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20094.0","","","","1"
"2020-08","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20164.1","","","","1"
"2020-09","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20418.3","","","","1"
"2020-10","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20451.5","","","","1"
"2020-11","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20406.8","","","","1"
"2020-12","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20404.4","","","","1"
"2021-01","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20255.6","","","","1"
"2021-02","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20361.0","","","","1"
"2021-03","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20449.9","","","","1"
"2021-04","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20350.9","","","","1"
"2021-05","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20304.8","","","","1"
"2021-06","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20514.4","","","","1"
"2021-07","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20540.5","","","","1"
"2021-08","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20548.8","","","","1"
"2021-09","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20705.6","","","","1"
"2021-10","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20624.4","","","","1"
"2021-11","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20699.4","","","","1"
"2021-12","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20741.2","","","","1"
"2022-01","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20630.7","","","","1"
