"REF_DATE","GEO","DGUID","Investment income","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-10","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","19392","","","","0"
"2021-01","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","21267","","","","0"
"2021-04","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","21272","","","","0"
"2021-07","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","21951","","","","0"
"2021-10","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","23747","","","","0"
"2022-01","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","21554","","","","0"
"2022-04","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","24452","","","","0"
"2022-07","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","21787","","","","0"
"2022-10","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","22906","","","","0"
"2023-01","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","23055","","","","0"
"2023-04","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","26124","","","","0"
"2023-07","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","24180","","","","0"
"2023-10","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","30431","","","","0"
"2024-01","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","26771","","","","0"
"2024-04","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","25576","","","","0"
"2024-07","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","27998","","","","0"
"2024-10","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","31833","","","","0"
"2025-01","Canada","2016A000011124","Direct investment, profits, receipts","Dollars","81","millions","6","v112611","1.7","32600","","","","0"
"2010-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","4376","","","","0"
"2010-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","4537","","","","0"
"2010-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","4355","","","","0"
"2010-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","4672","","","","0"
"2011-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","4541","","","","0"
"2011-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","4700","","","","0"
"2011-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","4893","","","","0"
"2011-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","4898","","","","0"
"2012-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","5056","","","","0"
"2012-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","5320","","","","0"
"2012-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","5206","","","","0"
"2012-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","5411","","","","0"
"2013-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","5616","","","","0"
"2013-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","5771","","","","0"
"2013-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","5826","","","","0"
"2013-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","5933","","","","0"
"2014-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","6331","","","","0"
"2014-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","6341","","","","0"
"2014-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","6395","","","","0"
"2014-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","6686","","","","0"
"2015-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","6873","","","","0"
"2015-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","7038","","","","0"
"2015-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","7403","","","","0"
"2015-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","7769","","","","0"
"2016-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","7893","","","","0"
"2016-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","7784","","","","0"
"2016-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","7873","","","","0"
"2016-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","8263","","","","0"
"2017-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","8227","","","","0"
"2017-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","8366","","","","0"
"2017-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","8097","","","","0"
"2017-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","8410","","","","0"
"2018-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","8769","","","","0"
"2018-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","9087","","","","0"
"2018-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","9184","","","","0"
"2018-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","9416","","","","0"
"2019-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","9920","","","","0"
"2019-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","10119","","","","0"
"2019-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","10124","","","","0"
"2019-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","10461","","","","0"
"2020-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","9922","","","","0"
"2020-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","10511","","","","0"
"2020-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","10193","","","","0"
"2020-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","10160","","","","0"
"2021-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","10467","","","","0"
"2021-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","10348","","","","0"
"2021-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","10433","","","","0"
"2021-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","11099","","","","0"
"2022-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","10968","","","","0"
"2022-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","11332","","","","0"
"2022-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","11634","","","","0"
"2022-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","12514","","","","0"
"2023-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","12977","","","","0"
"2023-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","13208","","","","0"
"2023-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","13102","","","","0"
"2023-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","13903","","","","0"
"2024-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","14711","","","","0"
"2024-04","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","15134","","","","0"
"2024-07","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","15361","","","","0"
"2024-10","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","15462","","","","0"
"2025-01","Canada","2016A000011124","Portfolio investment income, receipts","Dollars","81","millions","6","v112607","1.10","15588","","","","0"
"2010-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","1245","","","","0"
"2010-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","1252","","","","0"
"2010-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","1295","","","","0"
"2010-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","1363","","","","0"
"2011-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","1332","","","","0"
"2011-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","1262","","","","0"
"2011-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","1188","","","","0"
"2011-10","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","1209","","","","0"
"2012-01","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","1211","","","","0"
"2012-04","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","1233","","","","0"
"2012-07","Canada","2016A000011124","Portfolio investment, interest on debt securities, receipts","Dollars","81","millions","6","v112608","1.11","1269","","","","0"
